ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	TURCHINID	EDITID	SCAID	INFOMAP	LEXSTATID	COGNATES
10132	Paumari	ALL	hehaviki / hahavi	hehaviki	h e h a v i k i	h e h a v i k i	750	713	ALL				3 7 3 7 3 7 1 7	AXBYBYBZ	HEHABIKI	7	7.H.C 7.E.V 7.H.C 7.A.V 7.B.C 7.I.V 7.K.C 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hehaviki	0	24	21	23	13	18	23
10133	Kulina	ALL	wapima / bazima	wapima	w a p i m a	w a p i m a	751	714	ALL			also means 'many'	6 7 1 7 4 7	AXBYBZ	WAPIMA	6	6.W.C 6.A.V 6.P.C 6.I.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wapima	0	23	20	22	12	17	22
10134	Kulina	ALL	wapima / bazima	bazima	b a z i m a	b a z i m a	752	715	ALL			also means 'many'	1 7 3 7 4 7	AXBYBZ	PASIMA	6	6.P.C 6.A.V 6.S.C 6.I.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bazima	0	27	20	22	12	17	22
629	Jamamadi	ALLIGATOR	ona	ona	o n a	o n a	308	308	ALLIGATOR				7 4 7	XBZ	UNA	4	4.U.V 4.N.C 4.A.V	1.5 1.75 0.8	ona	0	29	25	27	17	22	27
899	Jarawara	ALLIGATOR	ona	ona	o n a	o n a	308	308	ALLIGATOR				7 4 7	XBZ	UNA	5	5.U.V 5.N.C 5.A.V	1.5 1.75 0.8	ona	0	29	25	27	17	22	27
1835	Sorowaha	ALLIGATOR	ona	ona	o n a	o n a	308	308	ALLIGATOR				7 4 7	XBZ	UNA	8	8.U.V 8.N.C 8.A.V	1.5 1.75 0.8	ona	0	29	25	27	17	22	27
10162	Deni	ALLIGATOR	tukuzu	tukuzu	t u k u z u	t u k u z u	763	726	ALLIGATOR				1 7 1 7 3 7	AXBYBZ	TYKYSY	3	3.T.C 3.Y.V 3.K.C 3.Y.V 3.S.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	tukuzu	0	28	24	26	16	21	26
10163	Kulina	ALLIGATOR	wama / tokozo	wama	w a m a	w a m a	764	727	ALLIGATOR				6 7 4 7	AXBZ	WAMA	6	6.W.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	wama	0	31	27	29	18	24	29
10164	Kulina	ALLIGATOR	wama / tokozo	tokozo	t o k o z o	t o k o z o	763	726	ALLIGATOR			black caiman	1 7 1 7 3 7	AXBYBZ	TUKUSU	6	6.T.C 6.U.V 6.K.C 6.U.V 6.S.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tokozo	0	28	24	26	16	21	26
900	Jarawara	ANIMAL	bani	bani	b a n i	b a n i - - - - -	318	318	ANIMAL				1 7 4 7	AXBZ	PANI	5	5.P.C 5.A.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	bani	1	32	28	30	19	25	30
1262	Kulina	ANIMAL	bani / banitsiɾi	bani	b a n i	b a n i - - - - -	318	318	ANIMAL				1 7 4 7	AXBZ	PANI	6	6.P.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	bani	1	32	28	30	19	25	30
1263	Kulina	ANIMAL	bani / banitsiɾi	banitsiɾi	b a n i + ts i ɾ i	b a n i + ts i ɾ i	318	318 492	ANIMAL ?				1 7 4 7 9 2 7 5 7	AXBZ_AXBZ	PANI_CIRI	6	6.P.C 6.A.V 6.N.C 6.I.V 6._._ 6.C.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	bani+tsiɾi	0	32	35	30	19	25	30
1782	Paumari	ANIMAL	igitʰa	igitʰa	i g i tʰ a	i g i tʰ a	73	73	ANIMAL				7 1 7 1 7	XBYBZ	IKITA	7	7.I.V 7.K.C 7.I.V 7.T.C 7.A.V	1.5 1.75 1.3 1.75 0.8	igitʰa	0	37	33	35	20	30	35
1944	Sorowaha	ANIMAL	igatɨ / iigʲatɨ	igatɨ	i g a t ɨ	i g a t - ɨ	73	73	ANIMAL				7 1 7 1 7	XBYBZ	IKATI	8	8.I.V 8.K.C 8.A.V 8.T.C 8.I.V	1.5 1.75 1.3 1.75 0.8	igatɨ	0	37	34	35	20	30	35
5157	Sorowaha	ANIMAL	igatɨ / iigʲatɨ	iigʲatɨ	iː gʲ a t ɨ	iː gʲ a t - ɨ	73	73	ANIMAL				7 1 7 1 7	XBYBZ	IKATI	8	8.I.V 8.K.C 8.A.V 8.T.C 8.I.V	1.5 1.75 1.3 1.75 0.8	iːgʲatɨ	0	37	34	35	20	30	35
10135	Deni	ANIMAL	bani	bani	b a n i	b a n i	318	318	ANIMAL				1 7 4 7	AXBZ	PANI	3	3.P.C 3.A.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	bani	1	32	28	30	19	25	30
10139	Banawa	ANIMAL	bani	bani	b a n i	b a n i	318	318	ANIMAL				1 7 4 7	AXBZ	PANI	2	2.P.C 2.A.V 2.N.C 2.I.V	2.0 1.5 1.75 0.8	bani	1	32	28	30	19	25	30
10140	Jamamadi	ANIMAL	bani	bani	b a n i	b a n i	318	318	ANIMAL				1 7 4 7	AXBZ	PANI	4	4.P.C 4.A.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	bani	1	32	28	30	19	25	30
23	Banawa	ANT	jimo / maɸo	jimo	j i m o	j i m o	227	227	ANT				6 7 4 7	AXBZ	JIMU	2	2.J.C 2.I.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	jimo	0	38	36	36	21	31	36
24	Banawa	ANT	jimo / maɸo	maɸo	m a ɸ o	m a ɸ o	358	344	ANT				4 7 3 7	AXBZ	MABU	2	2.M.C 2.A.V 2.B.C 2.U.V	2.0 1.5 1.75 0.8	maɸo	0	40	38	45	22	33	45
291	Deni	ANT	jomo / mapo	jomo	j o m o	j o m o	227	227	ANT				6 7 4 7	AXBZ	JUMU	3	3.J.C 3.U.V 3.M.C 3.U.V	2.0 1.5 1.75 0.8	jomo	0	38	36	36	21	31	36
292	Deni	ANT	jomo / mapo	mapo	m a p o	m a p o	358	344	ANT				4 7 1 7	AXBZ	MAPU	3	3.M.C 3.A.V 3.P.C 3.U.V	2.0 1.5 1.75 0.8	mapo	0	40	38	45	22	33	45
554	Deni	ANT	kaposhiri / meʔi	karakara	k a p o s h i r i	k a p o s h i r i	102	102	ANT.SP.				1 7 1 7 3 3 7 5 7	AXBYMBYBZ	KAPUSHIRI	3	3.K.C 3.A.V 3.P.C 3.U.V 3.S.c 3.H.C 3.I.V 3.R.C 3.I.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kaposhiri	0	50	48	48	25	43	48
596	Deni	ANT	kaposhiri / meʔi	meʔi	m e ʔ i	m e ʔ i	134	134	ANT.SP.				4 7 1 7	AXBZ	MEHI	3	3.M.C 3.E.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	meʔi	0	56	54	45	26	47	45
632	Jamamadi	ANT	maɸo	maɸo	m a ɸ o	m a ɸ o	358	344	ANT				4 7 3 7	AXBZ	MABU	4	4.M.C 4.A.V 4.B.C 4.U.V	2.0 1.5 1.75 0.8	maɸo	0	40	38	45	22	33	45
864	Jamamadi	ANT	meme / takasiri	meme	m e m e	m e m e	134	134	ANT.SP.				4 7 4 7	AXBZ	MEME	4	4.M.C 4.E.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	meme	0	47	45	45	24	40	45
902	Jarawara	ANT	jimo / maɸo	jimo	j i m o	j i m o	227	227	ANT				6 7 4 7	AXBZ	JIMU	5	5.J.C 5.I.V 5.M.C 5.U.V	2.0 1.5 1.75 0.8	jimo	0	38	36	36	21	31	36
903	Jarawara	ANT	jimo / maɸo	maɸo	m a ɸ o	m a ɸ o	358	344	ANT				4 7 3 7	AXBZ	MABU	5	5.M.C 5.A.V 5.B.C 5.U.V	2.0 1.5 1.75 0.8	maɸo	0	40	38	45	22	33	45
1226	Jarawara	ANT	mai / takasiri	mai	m a i	m a - i	134	134	ANT.SP.				4 7 7	AXZ	MAI	5	5.M.C 5.A.V 5.I.V	2.0 1.5 0.8	mai	0	54	38	45	26	47	45
1265	Kulina	ANT	datsʰa	datsʰa	d a tsʰ a	d a tsʰ a - -	359	353	ANT				1 7 2 7	AXBZ	TACA	6	6.T.C 6.A.V 6.C.C 6.A.V	2.0 1.5 1.75 0.8	datsʰa	0	42	40	40	23	35	40
1266	Kulina	ANT	jomo / mapo	jomo	j o m o	j o m o	227	227	ANT				6 7 4 7	AXBZ	JUMU	6	6.J.C 6.U.V 6.M.C 6.U.V	2.0 1.5 1.75 0.8	jomo	0	38	36	36	21	31	36
1267	Kulina	ANT	jomo / mapo	mapo	m a p o	m a p o	358	344	ANT				4 7 1 7	AXBZ	MAPU	6	6.M.C 6.A.V 6.P.C 6.U.V	2.0 1.5 1.75 0.8	mapo	0	40	38	45	22	33	45
1605	Kulina	ANT	mɛʔi	mɛʔi	m ɛ ʔ i	m ɛ ʔ i	134	134	ANT.SP.				4 7 1 7	AXBZ	MEHI	6	6.M.C 6.E.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	mɛʔi	0	56	54	45	26	47	45
1634	Paumari	ANT	maɸo	maɸo	m a ɸ o	m a ɸ o	358	344	ANT				4 7 3 7	AXBZ	MABU	7	7.M.C 7.A.V 7.B.C 7.U.V	2.0 1.5 1.75 0.8	maɸo	0	40	38	45	22	33	45
1797	Paumari	ANT	kapohi	kapohi	k a p o h i	k a p o - h i - -	102	102	ANT.SP.				1 7 1 7 3 7	AXBYBZ	KAPUHI	7	7.K.C 7.A.V 7.P.C 7.U.V 7.H.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kapohi	0	50	48	48	25	43	48
1837	Sorowaha	ANT	dasaɾi	dasaɾi	d a s a ɾ i	d a s a ɾ i	359	353	ANT				1 7 3 7 5 7	AXBYBZ	TASARI	8	8.T.C 8.A.V 8.S.C 8.A.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	dasaɾi	0	44	40	40	23	35	40
1999	Jarawara	ANT	mai / takasiri	takasiri	t a k a s i r i	t a k a s i r i	179	179	ANT.SP.				1 7 1 7 3 7 5 7	AXBYBYBZ	TAKASIRI	5	5.T.C 5.A.V 5.K.C 5.A.V 5.S.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	takasiri	0	42	49	40	23	35	40
2000	Jamamadi	ANT	meme / takasiri	takasiri	t a k a s i r i	t a k a s i r i	179	179	ANT.SP.				1 7 1 7 3 7 5 7	AXBYBYBZ	TAKASIRI	4	4.T.C 4.A.V 4.K.C 4.A.V 4.S.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	takasiri	0	42	49	40	23	35	40
2001	Sorowaha	ANT	takasiɾi	takasiɾi	t a k a s i ɾ i	t a k a s i ɾ i	179	179	ANT.SP.				1 7 1 7 3 7 5 7	AXBYBYBZ	TAKASIRI	8	8.T.C 8.A.V 8.K.C 8.A.V 8.S.C 8.I.V 8.R.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	takasiɾi	0	42	49	40	23	35	40
438	Deni	ANT (SPECIES)	awitha	awitha	a w i t h a	a w i t h a	15	15	SMALL.ANT.WITH.PAINFUL.BITE				7 6 7 1 3 7	XBYBCZ	AWITHA	3	3.A.V 3.W.C 3.I.V 3.T.C 3.H.C 3.A.V	1.5 1.75 1.3 1.75 1.5 0.8	awitha	0	57	55	49	27	48	49
729	Jamamadi	ANT (SPECIES)	awita	awita	a w i t a	a w i t - a	15	15	SMALL.ANT.WITH.PAINFUL.BITE				7 6 7 1 7	XBYBZ	AWITA	4	4.A.V 4.W.C 4.I.V 4.T.C 4.A.V	1.5 1.75 1.3 1.75 0.8	awita	0	57	55	49	27	48	49
1432	Kulina	ANT (SPECIES)	awit̪ʰa	awit̪ʰa	a w i t̪ʰ a	a w i t̪ʰ - a	15	15	SMALL.ANT.WITH.PAINFUL.BITE				7 6 7 1 7	XBYBZ	AWITA	6	6.A.V 6.W.C 6.I.V 6.T.C 6.A.V	1.5 1.75 1.3 1.75 0.8	awit̪ʰa	0	57	55	49	27	48	49
25	Banawa	ANTEATER	modo	modo	m o d o	m o d o	294	294	ANTEATER				4 7 1 7	AXBZ	MUTU	2	2.M.C 2.U.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	modo	0	58	56	50	28	49	50
293	Deni	ANTEATER	modo	modo	m o d o	m o d o	294	294	ANTEATER				4 7 1 7	AXBZ	MUTU	3	3.M.C 3.U.V 3.T.C 3.U.V	2.0 1.5 1.75 0.8	modo	0	58	56	50	28	49	50
633	Jamamadi	ANTEATER	modo	modo	m o d o	m o d o	294	294	ANTEATER				4 7 1 7	AXBZ	MUTU	4	4.M.C 4.U.V 4.T.C 4.U.V	2.0 1.5 1.75 0.8	modo	0	58	56	50	28	49	50
904	Jarawara	ANTEATER	moto	moto	m o t o	m o t o	294	294	ANTEATER				4 7 1 7	AXBZ	MUTU	5	5.M.C 5.U.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	moto	0	58	56	50	28	49	50
1268	Kulina	ANTEATER	modo	modo	m o d o	m o d o	294	294	ANTEATER				4 7 1 7	AXBZ	MUTU	6	6.M.C 6.U.V 6.T.C 6.U.V	2.0 1.5 1.75 0.8	modo	0	58	56	50	28	49	50
1549	Kulina	ANTEATER	hojawa	hojawa	h o j a w a	h o j a w a	65	65	ANTEATER			Giant anteater (Myrmecophaga tridactyla)	3 7 6 7 6 7	AXBYBZ	HUJAWA	6	6.H.C 6.U.V 6.J.C 6.A.V 6.W.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hojawa	0	65	63	55	31	56	55
1778	Paumari	ANTEATER	hiβa	hiβa	h i β a	h i - - β a	65	65	ANTEATER			Giant anteater (Myrmecophaga tridactyla)	3 7 3 7	AXBZ	HIBA	7	7.H.C 7.I.V 7.B.C 7.A.V	2.0 1.5 1.75 0.8	hiβa	0	63	61	55	29	54	55
5003	Sorowaha	ANTEATER	dʒukitɛɾidʒa	dʒukitɛɾidʒa	dʒ u k i t ɛ ɾ i dʒ a	dʒ u k i t ɛ ɾ i dʒ a	1227	1227	ANTEATER				1 7 1 7 1 7 5 7 1 7	AXBYBYBYBZ	TYKITERITA	8	8.T.C 8.Y.V 8.K.C 8.I.V 8.T.C 8.E.V 8.R.C 8.I.V 8.T.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	dʒukitɛɾidʒa	0	64	62	56	30	55	56
10020	Sorowaha	ANUS	ad̥ini	ad̥ini	a d̥ i n i	a d̥ i n i	640	603	ANUS				7 1 7 4 7	XBYBZ	ATINI	8	8.A.V 8.T.C 8.I.V 8.N.C 8.I.V	1.5 1.75 1.3 1.75 0.8	ad̥ini	0	66	64	57	32	57	57
634	Jamamadi	APUNÃ	baro	baro	b a r o	b a r o	320	320	APUNÃ				1 7 5 7	AXBZ	PARU	4	4.P.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.75 0.8	baro	1	67	65	58	33	58	58
905	Jarawara	APUNÃ	baro	baro	b a r o	b a r o	320	320	APUNÃ				1 7 5 7	AXBZ	PARU	5	5.P.C 5.A.V 5.R.C 5.U.V	2.0 1.5 1.75 0.8	baro	1	67	65	58	33	58	58
5104	Paumari	ARACUÃ	βarataoko	βarataoko	β a r a t a o k o	β a r a t a o k o	431	414	CHACHALACA				3 7 5 7 1 7 7 1 7	AXBYBYYBZ	BARATAUKU	7	7.B.C 7.A.V 7.R.C 7.A.V 7.T.C 7.A.V 7.U.V 7.K.C 7.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	βarataoko	0	69	67	60	35	60	60
5105	Kulina	ARACUÃ	warakaja	warakaja	w a r a k a j a	w a r a k a j a	201	201	CHACHALACA				6 7 5 7 1 7 6 7	AXBYBYBZ	WARAKAJA	6	6.W.C 6.A.V 6.R.C 6.A.V 6.K.C 6.A.V 6.J.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	warakaja	0	68	66	59	34	59	59
26	Banawa	ARAUNÃ	abajaro	abajaro	a b a + j a r o	a b a + - - - j a r o	321	6000 321	? ARAUNÃ				7 1 7 9 6 7 5 7	XBZ_AXBZ	APA_JARU	2	2.A.V 2.P.C 2.A.V 2._._ 2.J.C 2.A.V 2.R.C 2.U.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	aba+jaro	0	70	68	61	36	61	61
635	Jamamadi	ARAUNÃ	bajaro	bajaro	b a j a r o	b a j a r o	321	321	ARAUNÃ				1 7 6 7 5 7	AXBYBZ	PAJARU	4	4.P.C 4.A.V 4.J.C 4.A.V 4.R.C 4.U.V	2.0 1.5 1.75 1.3 1.75 0.8	bajaro	0	71	68	62	37	62	62
906	Jarawara	ARAUNÃ	bajaro	bajaro	b a j a r o	b a j a r o	321	321	ARAUNÃ				1 7 6 7 5 7	AXBYBZ	PAJARU	5	5.P.C 5.A.V 5.J.C 5.A.V 5.R.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	bajaro	0	71	68	62	37	62	62
1635	Paumari	ARAUNÃ	bajara	bajara	b a j a r a	b a j a r a	321	321	ARAUNÃ				1 7 6 7 5 7	AXBYBZ	PAJARA	7	7.P.C 7.A.V 7.J.C 7.A.V 7.R.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bajara	0	71	68	62	37	62	62
1838	Sorowaha	ARAUNÃ	aba majaɾo	aba majaɾo	a b a + m a j a ɾ o	a b a + m a j a ɾ o	321	6000 321	? ARAUNÃ				7 1 7 9 4 7 6 7 5 7	XBZ_AXBYBZ	APA_MAJARU	8	8.A.V 8.P.C 8.A.V 8._._ 8.M.C 8.A.V 8.J.C 8.A.V 8.R.C 8.U.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	aba+majaɾo	0	70	68	61	38	65	61
294	Deni	ARM	bihi	bihi	b i h i	b i h i	322	322	ARM				1 7 3 7	AXBZ	PIHI	3	3.P.C 3.I.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	bihi	0	72	69	63	39	66	63
1269	Kulina	ARM	bihi	bihi	b i h i	b i h i	322	322	ARM				1 7 3 7	AXBZ	PIHI	6	6.P.C 6.I.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	bihi	0	72	69	63	39	66	63
559	Deni	ARMADILLO	itsiʔi	itsiʔi	i ts i ʔ i	- i ts i ʔ i	107	107	ARMADILLO				7 2 7 1 7	XBYBZ	ICIHI	3	3.I.V 3.C.C 3.I.V 3.H.C 3.I.V	1.5 1.75 1.3 1.75 0.8	itsiʔi	0	73	70	64	40	67	64
1185	Jarawara	ARMADILLO	isi	isi	i s i	- i s i - -	107	107	ARMADILLO				7 3 7	XBZ	ISI	5	5.I.V 5.S.C 5.I.V	1.5 1.75 0.8	isi	1	74	71	64	40	67	64
1956	Sorowaha	ARMADILLO	kisima / bʋʋɟu / ciʃimʲa	kisima	k i s i m a	k i s i m a	107	107	ARMADILLO				1 7 3 7 4 7	AXBYBZ	KISIMA	8	8.K.C 8.I.V 8.S.C 8.I.V 8.M.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kisima	0	75	71	64	40	69	64
1995	Sorowaha	ARMADILLO	kisima / bʋʋɟu / ciʃimʲa	bʋʋɟu	b ʋː ɟ u	b ʋː ɟ u	286	112	ARMADILLO				1 6 1 7	AXBZ	PWCY	8	8.P.C 8.W.V 8.C.C 8.Y.V	2.0 1.5 1.75 0.8	bʋːɟu	0	76	73	67	41	70	67
5154	Sorowaha	ARMADILLO	kisima / bʋʋɟu / ciʃimʲa	ciʃimʲa	c i ʃ i mʲ a	c i ʃ i mʲ a	107	107	ARMADILLO				1 7 3 7 4 7	AXBYBZ	CISIMA	8	8.C.C 8.I.V 8.S.C 8.I.V 8.M.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ciʃimʲa	0	75	74	64	40	69	64
1989	Sorowaha	ARROW	tɨbɨ	tɨbɨ	t ɨ b ɨ	t ɨ b ɨ	353	124	ARROW				1 7 1 7	AXBZ	TIPI	8	8.T.C 8.I.V 8.P.C 8.I.V	2.0 1.5 1.75 0.8	tɨbɨ	0	78	76	69	43	72	69
10296	Arawa	ARROW	atu	atu	a t u	a t u	842	799	ARROW				7 1 7	XBZ	ATY	1	1.A.V 1.T.C 1.Y.V	1.5 1.75 0.8	atu	0	77	75	68	42	71	68
1270	Kulina	ASH	okonɛ	okonɛ	o k o n ɛ	o k o n ɛ	354	155	ASH				7 1 7 4 7	XBYBZ	UKUNE	6	6.U.V 6.K.C 6.U.V 6.N.C 6.E.V	1.5 1.75 1.3 1.75 0.8	okonɛ	0	81	79	70	46	75	70
10136	Deni	ASH	ununi	ununi	u n u n i	u n u n i	354	155	ASH				7 4 7 4 7	XBYBZ	YNYNI	3	3.Y.V 3.N.C 3.Y.V 3.N.C 3.I.V	1.5 1.75 1.3 1.75 0.8	ununi	0	79	77	70	44	73	70
10137	Jarawara	ASH	nakosiri / hobokori	nakosiri	n a k o s i r i	n a k o s i r i	752	715	ASH				4 7 1 7 3 7 5 7	AXBYBYBZ	NAKUSIRI	5	5.N.C 5.A.V 5.K.C 5.U.V 5.S.C 5.I.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nakosiri	0	80	78	71	45	74	71
10138	Jarawara	ASH	nakosiri / hobokori	hobokori	h o b o k o r i	h o b o k o r i	752	715	ASH				3 7 1 7 1 7 5 7	AXBYBYBZ	HUPUKURI	5	5.H.C 5.U.V 5.P.C 5.U.V 5.K.C 5.U.V 5.R.C 5.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hobokori	1	82	80	73	47	76	73
603	Deni	AWAKE	nokho	nokho	n o kʰ o	n o kʰ o	145	145	AWAKE				4 7 1 7	AXBZ	NUKU	3	3.N.C 3.U.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	nokʰo	0	83	81	74	48	77	74
1235	Jarawara	AWAKE	noko	noko	n o k o	n o k o	145	145	AWAKE				4 7 1 7	AXBZ	NUKU	5	5.N.C 5.U.V 5.K.C 5.U.V	2.0 1.5 1.75 0.8	noko	0	83	81	74	48	77	74
1613	Kulina	AWAKE	nokʰo	nokʰo	n o kʰ o	n o kʰ o	145	145	AWAKE				4 7 1 7	AXBZ	NUKU	6	6.N.C 6.U.V 6.K.C 6.U.V	2.0 1.5 1.75 0.8	nokʰo	0	83	81	74	48	77	74
1822	Paumari	AWAKE	nokho	nokho	n o kʰ o	n o kʰ o	145	145	AWAKE				4 7 1 7	AXBZ	NUKU	7	7.N.C 7.U.V 7.K.C 7.U.V	2.0 1.5 1.75 0.8	nokʰo	0	83	81	74	48	77	74
1	Arawa	AXE	barí	barí	b a r í	b a r í	217	217	AXE				1 7 5 7	AXBZ	PARI	1	1.P.C 1.A.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	barí	0	84	82	75	49	78	75
28	Banawa	AXE	bari	bari	b a r i	b a r i	217	217	AXE				1 7 5 7	AXBZ	PARI	2	2.P.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8	bari	0	84	82	75	49	78	75
295	Deni	AXE	bari	bari	b a r i	b a r i	217	217	AXE				1 7 5 7	AXBZ	PARI	3	3.P.C 3.A.V 3.R.C 3.I.V	2.0 1.5 1.75 0.8	bari	0	84	82	75	49	78	75
637	Jamamadi	AXE	bari	bari	b a r i	b a r i	217	217	AXE				1 7 5 7	AXBZ	PARI	4	4.P.C 4.A.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	bari	0	84	82	75	49	78	75
908	Jarawara	AXE	bari	bari	b a r i	b a r i	217	217	AXE				1 7 5 7	AXBZ	PARI	5	5.P.C 5.A.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	bari	0	84	82	75	49	78	75
3457	Kulina	AXE	dzami / baɾi	dzami	dz a m i	dz a m i	180	5	AXE		YES		2 7 4 7	AXBZ	CAMI	6	6.C.C 6.A.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	dzami	0	89	87	80	50	83	80
4567	Kulina	AXE	dzami / baɾi	baɾi	b a ɾ i	b a ɾ i	217	217	AXE				1 7 5 7	AXBZ	PARI	6	6.P.C 6.A.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	baɾi	0	84	82	75	49	78	75
5166	Sorowaha	AXE	baaɾi	baaɾi	b aː ɾ i	b aː ɾ i	217	217	AXE				1 7 5 7	AXBZ	PARI	8	8.P.C 8.A.V 8.R.C 8.I.V	2.0 1.5 1.75 0.8	baːɾi	0	84	82	75	49	78	75
531	Deni	BACK	ide	ide	i d e	i d e	71	71	BACK				7 1 7	XBZ	ITE	3	3.I.V 3.T.C 3.E.V	1.5 1.75 0.8	ide	0	90	88	81	51	84	81
1272	Kulina	BACK	nat̪ʰi / idɛ	nat̪ʰi	n a t̪ʰ i	n a t̪ʰ i	323	323	BACK				4 7 1 7	AXBZ	NATI	6	6.N.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 0.8	nat̪ʰi	0	92	89	81	53	86	81
1552	Kulina	BACK	nat̪ʰi / idɛ	idɛ	i d ɛ	i d ɛ	71	71	BACK				7 1 7	XBZ	ITE	6	6.I.V 6.T.C 6.E.V	1.5 1.75 0.8	idɛ	0	90	88	81	51	84	81
1781	Paumari	BACK	ida	ida	i d a	i d a	71	71	BACK				7 1 7	XBZ	ITA	7	7.I.V 7.T.C 7.A.V	1.5 1.75 0.8	ida	0	90	88	81	51	84	81
10165	Sorowaha	BACK	isi	isi	i s i	i s i	71	71	BACK				7 3 7	XBZ	ISI	8	8.I.V 8.S.C 8.I.V	1.5 1.75 0.8	isi	0	94	92	85	54	88	85
10166	Jarawara	BACK	bari	bari	b a r i	b a r i	765	728	BACK				1 7 5 7	AXBZ	PARI	5	5.P.C 5.A.V 5.R.C 5.I.V	2.0 1.5 1.75 0.8	bari	1	91	89	82	52	85	82
296	Deni	BACURI	boti	boti	b o t i	b o t i	29	29	BACURI				1 7 1 7	AXBZ	PUTI	3	3.P.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	boti	1	95	93	86	55	89	86
1637	Paumari	BACURI	bodi	bodi	b o d i	b o d i	29	29	BACURI				1 7 1 7	AXBZ	PUTI	7	7.P.C 7.U.V 7.T.C 7.I.V	2.0 1.5 1.75 0.8	bodi	1	95	93	86	55	89	86
297	Deni	BAD	hirade	hirade	h i r a d e	h i r a d e	324	324	BAD				3 7 5 7 1 7	AXBYBZ	HIRATE	3	3.H.C 3.I.V 3.R.C 3.A.V 3.T.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	hirade	0	97	95	88	57	91	88
1273	Kulina	BAD	bitsʰa / waidiɾa /tabakʰoɾa	bitsʰa	b i tsʰ a	b i tsʰ a	357	286	BAD				1 7 2 7	AXBZ	PICA	6	6.P.C 6.I.V 6.C.C 6.A.V	2.0 1.5 1.75 0.8	bitsʰa	0	99	97	90	59	93	90
